uid,subject,q_no,question,choice_1,choice_2,choice_3,choice_4,correct_choice_idx,correct_choice_text,value_english,gemini_prompt,statement_A,statement_B,gold,test_match_id
MMLU_HPS_51,Health and Physical Science,51,"ක්‍රීඩා නීතීරීති හා ආචාර ධර්ම පිලිපැදීමෙන් ඔබට ඇතිවන වාසියක් නොවන්නේ,",නීතිගරුක පුරවැසියෙකු වේ.,පෞද්ගලික පෞර්ෂය ගුණාංග වර්ධනය වේ.,දඬුවම් හා අපහාස විඳීමට සිදු වේ.,සමාජශීලි පුද්ගලයෙකු බවට පත් වේ.,3,දඬුවම් හා අපහාස විඳීමට සිදු වේ.,Discipline,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): ක්‍රීඩා නීතීරීති හා ආචාර ධර්ම පිලිපැදීමෙන් ඔබට ඇතිවන වාසියක් නොවන්නේ, | Correct answer: දඬුවම් හා අපහාස විඳීමට සිදු වේ. | Value being tested: Discipline. Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'

Consider following example:
Value: Discipline
UID: SI_2027
Question: පාසලට නීති පද්ධතියක් අවශ්‍ය වන්නේ,
A: නීති පද්ධතියක් පැවතීම මගින් ශිෂ්‍යයන් තුළ විනය ගොඩනැගෙන අතර, එය පාසල් ප්‍රජාවගේ පොදු යහපත සහ ක්‍රමවත් පැවැත්ම සහතික කරයි.
B: නීති මගින් සිසුන්ගේ නිර්මාණශීලීත්වය සීමා කරන බැවින් නිදහස් පරිසරයක නීති නොමැතිව කටයුතු කිරීම වඩාත් යෝග්‍ය වේ.
Gold: A",පෞද්ගලික පෞර්ෂය ගුණාංග වර්ධනය වේ.,දඬුවම් හා අපහාස විඳීමට සිදු වේ.,B,SI_2008
MMLU_HPS_53,Health and Physical Science,53,"පාසලේදී ගොඩ නගා ගත හැකි සෞඛ්‍ය ප්‍රතිපත්තියක් වනුයේ,",කසළ නිසි පරිදි බැහැර කිරීම.,පොලිතීන් භාවිතයට හුරු වීම.,සීනි සහ මේදය වැඩියෙන් ආහාරයට ගැනීම.,උදෑසන අවදි වී වතුර වීදුරුවක් පානය කිරීම.,1,කසළ නිසි පරිදි බැහැර කිරීම.,Environmentalism,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): පාසලේදී ගොඩ නගා ගත හැකි සෞඛ්‍ය ප්‍රතිපත්තියක් වනුයේ, | Correct answer: කසළ නිසි පරිදි බැහැර කිරීම. | Value being tested: Environmentalism. Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'

Consider following example:
Value: Environmentalism
UID: SI_2015
Question: සමාජීය පරිසරය දියුණු කිරීම සඳහා වඩාත් වැදගත් වන ප්‍රතිපත්තියකි.
A: පොදු ස්ථානයක හැසිරීමේදී අන් අය අපහසුතාවයට පත් නොවන ලෙස විනීතව සහ හික්මීමකින් කටයුතු කිරීම උසස් සමාජ පුරුද්දකි.
B: තමාගේ හැසිරීමෙන් අන් අයට දැනෙන අපහසුව නොසලකා හරිමින් පෞද්ගලික නිදහස ඕනෑම තැනක ප්‍රදර්ශනය කළ යුතු යැයි සිතීම.
Gold: A",සීනි සහ මේදය වැඩියෙන් ආහාරයට ගැනීම.,කසළ නිසි පරිදි බැහැර කිරීම.,B,
MMLU_HPS_74,Health and Physical Science,74,"චිත්ත වේග සමබරතාව රැක ගැනීම සඳහා අප විසින් කළ යුතු කාර්යයකි,",හැඟීම් තේරුම් නොගැනීම.,අන් මත වලට ගරු කිරීම,අදහස් තේරුම් නොගැනීම.,වැරදි තීරණ ගැනීම.,2,අන් මත වලට ගරු කිරීම,Respect,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): චිත්ත වේග සමබරතාව රැක ගැනීම සඳහා අප විසින් කළ යුතු කාර්යයකි, | Correct answer: අන් මත වලට ගරු කිරීම | Value being tested: Respect. Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'

Consider following example:
Value: Respect
UID: SI_2859
Question: ඔබ සහභාගී වන උත්සවයකදී ජාතික ගීය වාදනය වන විට ඔබ පෙන්විය යුතු ගෞරවය කුමක්ද?
A: සියලු වැඩ කටයුතු නතර කර ජාතික ගීය අවසන් වන තෙක් කෙළින් සිටගෙන සිටීමයි.
B: ජාතික කොඩිය දෙස බලා නිශ්ශබ්දව සිටිමින් රට පිළිබඳ ගෞරවයක් ඇති කර ගැනීමයි.
Gold: Both",අන් මත වලට ගරු කිරීම,හැඟීම් තේරුම් නොගැනීම.,A,SI_2011
MMLU_HPS_93,Health and Physical Science,93,ක්‍රීඩකත්වය පිළිබඳ ඔබට එකඟ විය නොහැකි කරුණ කුමක්ද?,විනිසුරු තීරණය අගය කිරීම හා ඇගයීම,නායකත්වයට අභියෝග කිරීම.,සාධාරණ ලෙස තරංගයකින් ජය ලැබීම.,ජය පරාජය සම සිතින් භාර ගැනීම.,2,නායකත්වයට අභියෝග කිරීම.,Discipline,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): ක්‍රීඩකත්වය පිළිබඳ ඔබට එකඟ විය නොහැකි කරුණ කුමක්ද? | Correct answer: නායකත්වයට අභියෝග කිරීම. | Value being tested: Discipline. Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'

Consider following example:
Value: Discipline
UID: SI_2027
Question: පාසලට නීති පද්ධතියක් අවශ්‍ය වන්නේ,
A: නීති පද්ධතියක් පැවතීම මගින් ශිෂ්‍යයන් තුළ විනය ගොඩනැගෙන අතර, එය පාසල් ප්‍රජාවගේ පොදු යහපත සහ ක්‍රමවත් පැවැත්ම සහතික කරයි.
B: නීති මගින් සිසුන්ගේ නිර්මාණශීලීත්වය සීමා කරන බැවින් නිදහස් පරිසරයක නීති නොමැතිව කටයුතු කිරීම වඩාත් යෝග්‍ය වේ.
Gold: A",විනිසුරු තීරණය අගය කිරීම හා ඇගයීම,නායකත්වයට අභියෝග කිරීම.,B,SI_2013
MMLU_HPS_94,Health and Physical Science,94,"මත්ද්‍රව්‍ය භාවිතයට ඇබ්බැහි වු පුද්ගලයකුට ඇතිවිය හැකි හානිකර තත්ත්වය නම්,",ලිංගික ශක්තිය හීන වීම.,ස්නායු දුර්වල වීම.,හෘද රෝග හා ශ්වසන රෝග වලට භාජනය වීම.,ඉහත සියලු තත්ත්වයන්ට භාජනය වීම.,4,ඉහත සියලු තත්ත්වයන්ට භාජනය වීම.,Health,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): මත්ද්‍රව්‍ය භාවිතයට ඇබ්බැහි වු පුද්ගලයකුට ඇතිවිය හැකි හානිකර තත්ත්වය නම්, | Correct answer: ඉහත සියලු තත්ත්වයන්ට භාජනය වීම. | Value being tested: Health. Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'

Consider following example:
Value: Health
UID: SI_2105
Question: මදුරුවන් ගහණ ප්‍රදේශයක වාසය කරන HIV ආසාදිතයෙක් වන X ගේ කාමරයේ, ඔහුගේ මිතුරන් දෙදෙනෙකු වන Y සහ Z ජිවත් වේ. මොවුන් තිදෙනා එකම වැසිකිළිය හා දුරකථනය භාවිත කරන අතර, ඇඳුම් පැලඳුම් ද හවුලේ භාවිත කරයි. Z පමණක් නිදාගන්නා විට මදුරු දැලක් භාවිත කරයි. මෙම තොරතුරු අනුව නිවැරදි ප්‍රකාශය වන්නේ කුමක්ද?
A: HIV වෛරසය වැසිකිළි හෝ දුරකථන හවුලේ භාවිතයෙන් බෝ නොවන බව අවබෝධ කර ගැනීම රෝගීන් කෙරෙහි පවතින සමාජ කොන්කිරීම් නැති කිරීමට උපකාරී වේ.
B: රෝගියෙකු සිටින කාමරයක වාසය කිරීම සැමවිටම අනතුරුදායක බැවින් ඔහු සමඟ කිසිදු ගනුදෙනුවක් නොකිරීම ආරක්ෂිතම ක්‍රමයයි.
Gold: A",හෘද රෝග හා ශ්වසන රෝග වලට භාජනය වීම.,සෑම විටම වතුර බීමට අවශ්‍ය වීම,A,
MMLU_HPS_95,Health and Physical Science,95,"ලිංගික අපචාර හා අපයෝජනයන්ට ලක් විය හැකි අවස්ථාවක් වන්නේ,","අන්තර් ජාලය, සමාජ වෙබ් අඩවි හා ජංගම දුරකථන වැනි තාක්ෂණික උපකරණ අනිසි ලෙස භාවිතය.",විරුද්ධ ලිංගිකයන් සමග ගරුත්වයෙන් හා සහෝදරත්වයෙන් කටයුතු කිරීම.,"පාළු, හුදකලා ස්ථාන වල තනිව නොයැමෙන්.",තම සිරුර අනිසි ලෙස ස්පර්ශ කිරීමට ඉඩ නොදීමෙන්.,1,"අන්තර් ජාලය, සමාජ වෙබ් අඩවි හා ජංගම දුරකථන වැනි තාක්ෂණික උපකරණ අනිසි ලෙස භාවිතය.",Security,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): ලිංගික අපචාර හා අපයෝජනයන්ට ලක් විය හැකි අවස්ථාවක් වන්නේ, | Correct answer: අන්තර් ජාලය, සමාජ වෙබ් අඩවි හා ජංගම දුරකථන වැනි තාක්ෂණික උපකරණ අනිසි ලෙස භාවිතය. | Value being tested: Security. Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'

Consider following example:
Value: Security
UID: SI_2039
Question: ළමා මිතුරු පාසල් පරිසරයක දැකිය හැකි ලක්‍ෂණක් වන්නේ මින් කුමක් ද ?
A: ශිෂ්‍යයන්ට කිසිදු බියකින් හෝ සැකයකින් තොරව අධ්‍යාපනය ලැබීමට හැකි සුරක්ෂිත වටපිටාවක් පාසල තුළ නිර්මාණය කළ යුතුය.
B: පාසල් පරිසරය සුරක්ෂිත කිරීමට වඩා ශිෂ්‍යයන්ගේ විනය දැඩි පාලනයකින් යුතුව පවත්වා ගැනීම වැදගත් වේ.
Gold: A",විරුද්ධ ලිංගිකයන් සමග ගරුත්වයෙන් හා සහෝදරත්වයෙන් කටයුතු කිරීම.,"අන්තර් ජාලය, සමාජ වෙබ් අඩවි හා ජංගම දුරකථන වැනි තාක්ෂණික උපකරණ අනිසි ලෙස භාවිතය.",B,SI_2014
MMLU_HPS_100,Health and Physical Science,100,"ක්‍රීඩාවේදී ලබන ජයග්‍රහණය මෙන්ම ආචාර ධර්ම වලට අනුගත වීමද ක්‍රීඩකයෙකුට ඉතා වැදගත් වේ. විනයගරුක ක්‍රීඩකයෙකු තුළ තිබිය යුතු ගුණාංගය වන්නේ,",දුර්වල ක්‍රීඩකයින් උපහාසයට ලක් කිරීම,විනිසුරුවන් විවේචනයට ලක් කිරීම,අඩු කුසලතා සහිත අයට උපකාර කිරීම,තම ජයත්‍රහණයේදී උදම් ඇනීම,3,අඩු කුසලතා සහිත අයට උපකාර කිරීම,Compassion,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): ක්‍රීඩාවේදී ලබන ජයග්‍රහණය මෙන්ම ආචාර ධර්ම වලට අනුගත වීමද ක්‍රීඩකයෙකුට ඉතා වැදගත් වේ. විනයගරුක ක්‍රීඩකයෙකු තුළ තිබිය යුතු ගුණාංගය වන්නේ, | Correct answer: අඩු කුසලතා සහිත අයට උපකාර කිරීම | Value being tested: Compassion. Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'

Consider following example:
Value: Compassion
UID: SI_2049
Question: යම් පුද්ගලයෙකු දුකට පත් වූ අවස්ථාවක දක්වන ප්‍රතික්‍රියාවක් වන්නේ මින් කුමක්ද?
A: අන් අය කොතරම් දුක් වුවත් ඒ ගැන නොසලකා සැමවිටම සතුටින් සිටීමට පුරුදු වීම මානසික ශක්තියේ ලක්ෂණයකි.
B: අන් අයගේ දුක හඳුනාගෙන ඒ ගැන සංවේදී වන පුද්ගලයෙකු තුළ එම හැඟීම බාහිරින් මලානික මුහුණක් මගින් නිරූපණය වේ.
Gold: B",අඩු කුසලතා සහිත අයට උපකාර කිරීම,තම ජයත්‍රහණයේදී උදම් ඇනීම,A,SI_2016
MMLU_HPS_115,Health and Physical Science,115,"ආත්ම අභිමානය සහිත පුද්ගලයෙකු සතු ලක්ෂණයක් විය හැක්කේ ,
",අන් අයගේ ජයග්‍රහණය පිළිබඳ බිය වෙයි .,අන් අය පැරදවීමට උත්සාහ කරයි .,වෙනත් පුද්ගලයන් ගැරහීමට ලක් කරයි .,අභියෝග වලට නොබියව මුහුණ දෙයි .,4,අභියෝග වලට නොබියව මුහුණ දෙයි .,Pride,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): ආත්ම අභිමානය සහිත පුද්ගලයෙකු සතු ලක්ෂණයක් විය හැක්කේ ,
 | Correct answer: අභියෝග වලට නොබියව මුහුණ දෙයි . | Value being tested: Pride. Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'

Consider following example:
Value: Pride
UID: SI_2396
Question: පුද්ගලයෙකුගේ චරිතයේ ඇති අවංකභාවය, විනය සහ සදාචාර සම්පන්න බව හේතුවෙන්‌ අන්‍යයන්‌ විසින්‌ ඔහුට ගෞරව කිරීම තුළින්‌ තහවුරු වන්නේ කුමක්ද?
A: සදාචාර සම්පන්න ජීවිතයක් ගත කිරීම තුළින් ලැබෙන ස්වයං ගෞරවය පුද්ගල අභිමානයේ පදනම විය යුතුය.
B: අන් අයගේ ගෞරවය දිනා ගැනීමට වඩා බලය හෝ මුදල් පෙන්වා අභිමානය ගොඩනගා ගත යුතුය.
Gold: A",අන් අය පැරදවීමට උත්සාහ කරයි .,අභියෝග වලට නොබියව මුහුණ දෙයි .,B,SI_2019
MMLU_ART_8,Arts,8,"වෙසක් උත්සව සැරසිලි අංග ඇතුළත් පිළිතුර තොරන්න.
","පූර්ණ කුම්භ, කෝලම්, ගොක් රැහැන්","තොරණ, පහන් කූඩු, පහන් වැටි, කොඩි","අඹකොළ සැරසිලි, කෙසෙල් ගස් තැබීම","කොඩිවැල්, ගව ‌ලෙන්, නත්තල් ගස",2,"තොරණ, පහන් කූඩු, පහන් වැටි, කොඩි",,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): වෙසක් උත්සව සැරසිලි අංග ඇතුළත් පිළිතුර තොරන්න.
 | Correct answer: තොරණ, පහන් කූඩු, පහන් වැටි, කොඩි | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2079
MMLU_BUD_92,Buddhism,92,"මිනිසා හා සතුන් අතර වෙනස්කම් දක්නට ලැබේ. වෙනස්කම් අතර මිනිසා සතුන්ගෙන් වෙනස් වන්නේ,",සදාචාර සම්පන්න බව නිසාය.,සදාචාරයෙන් තොර බව නිසාය.,අධ්‍යාපනයට යොමු නොවීම නිසා ය.,දෙමාපියන්ට නොසැළකීම නිසා ය.,1,සදාචාර සම්පන්න බව නිසාය.,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): මිනිසා හා සතුන් අතර වෙනස්කම් දක්නට ලැබේ. වෙනස්කම් අතර මිනිසා සතුන්ගෙන් වෙනස් වන්නේ, | Correct answer: සදාචාර සම්පන්න බව නිසාය. | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2080
MMLU_BUD_102,Buddhism,102,"බුදු දහම පටිසෝතගාමී ධර්මයක් වේ . එහි තේරුම වන්නේ බුදු දහම ,",උඩුගං බලා යාමට මග පෙන්වන දහමක් බව ය,යටිගං බලා යාමට මග පෙන්වන දහමක් බව ය,ඉදිරියට බලා යාමට මග පෙන්වන දහමක් බව ය,දකුණත බලා යාමට මග පෙන්වන දහමක් බව ය,1,උඩුගං බලා යාමට මග පෙන්වන දහමක් බව ය,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): බුදු දහම පටිසෝතගාමී ධර්මයක් වේ . එහි තේරුම වන්නේ බුදු දහම , | Correct answer: උඩුගං බලා යාමට මග පෙන්වන දහමක් බව ය | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2081
MMLU_BUD_129,Buddhism,129,"බුදු දහමට අනුව දැහැමි රැකියාවක් නොවන්නේ,",කෘෂිකර්මාන්තය,ගව පාලනය,රාජ්‍ය සේවය,සත්ත්ව වෙළෙඳාම,4,සත්ත්ව වෙළෙඳාම,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): බුදු දහමට අනුව දැහැමි රැකියාවක් නොවන්නේ, | Correct answer: සත්ත්ව වෙළෙඳාම | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2082
MMLU_BUD_133,Buddhism,133,"බුදු රජාණන් වහන්සේගෙන් පසුව බුදු සසුනේ ශාස්තෘවරයා ලෙස සැළකෙන්නේ,",ආනන්ද හිමියන්ය.,මහා කාශ්‍යප හිමියන් ය.,සැරියුත් හිමියන්ය.,ධර්ම හා විනය යි.,4,ධර්ම හා විනය යි.,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): බුදු රජාණන් වහන්සේගෙන් පසුව බුදු සසුනේ ශාස්තෘවරයා ලෙස සැළකෙන්නේ, | Correct answer: ධර්ම හා විනය යි. | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2083
MMLU_BUD_136,Buddhism,136,"ආනන්තර්ය පාප කර්මයට අයත් වන්නේ,",සතුන් මැරීමය.,පියා මැරීමය.,කාමය වරදවා හැසිරීමය.,සුරාපානය කිරීමය.,2,පියා මැරීමය.,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): ආනන්තර්ය පාප කර්මයට අයත් වන්නේ, | Correct answer: පියා මැරීමය. | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2084
MMLU_CHR_33,Christianity,33,"සමාජ අවශ්‍යතා ඉදිරියේ ඔබ ,",බේද නොතකා ක්‍රියා නොකළ යුතුය .,හැකි තරම් සාමූහික සේවයට එක්විය යුතුය .,ප්‍රති උපකාරයක් බලාපොරොත්තුවෙන් ක්‍රියා කළ යුතුය .,උදව් ඉල්ලන අයට පමණක් උදව් කළ යුතුය .,2,හැකි තරම් සාමූහික සේවයට එක්විය යුතුය .,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): සමාජ අවශ්‍යතා ඉදිරියේ ඔබ , | Correct answer: හැකි තරම් සාමූහික සේවයට එක්විය යුතුය . | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2086
MMLU_CHR_74,Christianity,74,"දේව කැමැත්ත ඉටු කිරීම උදෙසා අප කළ යුතු වන්නේ ,
",ප්‍රශංසා මෙහෙයන්ට සහභාගී වීම,සෑම ඉරිදාම පල්ලි යාම,දේව ගුණාංග ජීවිතයෙන් පෙන්වීම,අප අවට පරිසරය පිරිසිදු කිරීම,3,දේව ගුණාංග ජීවිතයෙන් පෙන්වීම,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): දේව කැමැත්ත ඉටු කිරීම උදෙසා අප කළ යුතු වන්නේ ,
 | Correct answer: දේව ගුණාංග ජීවිතයෙන් පෙන්වීම | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2087
MMLU_CHR_117,Christianity,117,"කිතුණු දරුවන් ලෙස අපට වැරදි කරන අයට අප ,",වෛර කළ යුතුය .,රණ්ඩුවට යා යුතුය .,සමාව දිය යුතුය .,ප්‍රතික්ෂේප කළ යුතුය .,3,සමාව දිය යුතුය .,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): කිතුණු දරුවන් ලෙස අපට වැරදි කරන අයට අප , | Correct answer: සමාව දිය යුතුය . | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2088
MMLU_CIV_18,Civics,18,භෞතික සම්පත් සංරක්ෂණය සඳහා ගත හැකි ක්‍රියාමාර්ගයක් නොවන්නේ මින් කුමක්ද?,පාංශු රක්ෂණය,රුක් රෝපණය,පොලිතින් පරිසරයට මුදාහැරීම.,විකල්ප ද්‍රව්‍ය භාවිතය,3,පොලිතින් පරිසරයට මුදාහැරීම.,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): භෞතික සම්පත් සංරක්ෂණය සඳහා ගත හැකි ක්‍රියාමාර්ගයක් නොවන්නේ මින් කුමක්ද? | Correct answer: පොලිතින් පරිසරයට මුදාහැරීම. | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2029
MMLU_CIV_29,Civics,29,"ඔබේ දක්ෂතා වර්ධනය කර ගැනීම සඳහා කළ යුත්තේ මින් කුමක් ද ?
",අනුන් දෙස බලා සංසන්දනය කිරීම යි .,තම දක්ෂතා අවස්ථානුකූලව පෙන්වීම යි .,නිහඬව බලා සිටීම යි .,පුවත්පත් කියවීම යි .,2,තම දක්ෂතා අවස්ථානුකූලව පෙන්වීම යි .,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): ඔබේ දක්ෂතා වර්ධනය කර ගැනීම සඳහා කළ යුත්තේ මින් කුමක් ද ?
 | Correct answer: තම දක්ෂතා අවස්ථානුකූලව පෙන්වීම යි . | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2035
MMLU_CIV_37,Civics,37,"පාසල් ගීතය ගායනා කරන අවස්ථාවේදී ප්‍රදර්ශනය කළ යුතු නිවැරදි ඉරියව් අඩංගු පිළිතුර තෝරන්න .
",පහසුවෙන් සිටීම හා හිස ඍජුව තබා ගැනීම,සීරුවෙන් සිටීම හා හිස ඍජුව තබා ගැනීම,සීරුවෙන් සිටීම හා පාසල් ගීය මතකයෙන් ගායනා කිරීම,පහසුවෙන් සිටීම හා පාසල් ගීය මතකයෙන් ගායනා කිරීම,2,සීරුවෙන් සිටීම හා හිස ඍජුව තබා ගැනීම,,"Rewrite this factual multiple-choice question into two competing value statements for a Sri Lankan societal-values judgment task. Question (Sinhala): පාසල් ගීතය ගායනා කරන අවස්ථාවේදී ප්‍රදර්ශනය කළ යුතු නිවැරදි ඉරියව් අඩංගු පිළිතුර තෝරන්න .
 | Correct answer: සීරුවෙන් සිටීම හා හිස ඍජුව තබා ගැනීම | Value being tested: (no tag — assign one manually). Write Statement A and Statement B in Sinhala: one statement must be the value-aligned, socially correct position; the other must be a plausible but value-violating position. Do not just repeat the original answer options verbatim — elaborate each into a fuller stance, matching the style of: 'X should always be done with pride and respect' vs 'following the rules when doing X is not that essential.'",,,,SI_2042
